Trade_ID,Date,Time,Instrument,Setup_Type,Session,Risk_Reward_Ratio,Risk_Amount,Win_Loss,PnL,Balance,Peak_Balance,Drawdown_Pct,Cumulative_PnL,Trade_Number,Win_Binary,Day_of_Week,Month,Year,Quarter,Hour,Streak,Longest_Win_Streak_20,Longest_Loss_Streak_20,Streak_Momentum,Trades_Since_Last_Win,Trades_Since_Last_Loss,MA_PnL_5,MA_Balance_5,MA_PnL_10,MA_Balance_10,MA_PnL_20,MA_Balance_20,MA_PnL_50,MA_Balance_50,PnL_Velocity_5,Balance_Momentum_10,PnL_Acceleration,PnL_Volatility_10,PnL_Volatility_20,PnL_Volatility_50,CV_20,Drawdown_Dollar,Recovery_Rate,MAE_Proxy,Risk_Adjusted_Return_20,Trades_Per_Day,DateTime,Hours_Since_Last_Trade,Potential_Revenge_Trade,Risk_Change_Pct,Risk_Escalation,Same_Session_As_Prev,Setup_Changes_10,Hour_Sin,Hour_Cos,DayOfWeek_Num,DayOfWeek_Sin,DayOfWeek_Cos,Month_Num,Month_Sin,Month_Cos,Is_Monday,Is_Friday,Days_In_Month,Day_Of_Month,Is_Month_End,Is_Month_Start,Win_Rate_10,Win_Rate_20,Win_Rate_50,Profit_Factor_20,Profit_Factor_50,Avg_Win_Loss_Ratio_20,Expectancy_20,Performance_Percentile
264,2024-07-29,19:18,EUR/USD,News Trading,New York,3.0,103.0,Loss,-103.0,23768.0,23953.52,0.77,13768.03,264,0,Monday,July,2024,3,19,-2,5,2,206.0,2,0,19.093999999999973,23865.074,48.712,23742.638,54.9755,23376.989999999998,38.8974,22876.576,-69.572,2.0922730650447363,-20.48999999999978,128.76503336611904,149.02404664578205,156.97252988341626,2.7107356303404617,185.52000000000044,-0.555196205260887,103.0,0.36890355105355754,2,2024-07-29 19:18:00,-1.2166666666666666,1,24.8333535329051,1,1,9.0,-0.9659258262890684,0.2588190451025203,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,1,0,31,29,1,0,60.0,55.00000000000001,46.0,2.2537458094825427,1.7530725088864627,1.8439738441220803,54.9755,20.4
265,2024-08-01,13:42,SPX500,Breakout,London,2.0,89.62,Win,179.25,23947.25,23953.52,0.03,13947.28,265,1,Thursday,August,2024,3,13,1,5,2,179.25,0,1,5.9719999999999684,23871.044,49.96600000000001,23792.602,51.395500000000006,23428.3845,44.208400000000005,22920.7836,56.239999999999995,2.1308781577312086,282.25,130.09604171961223,144.87311448207652,157.14237071820824,2.8187898645227016,6.270000000000437,28.588516746409493,89.62,0.35476216676737893,1,2024-08-01 13:42:00,66.4,0,-12.990291262135923,0,0,9.0,-0.2588190451025208,-0.9659258262890683,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844385,-0.5000000000000004,0,0,31,1,0,1,60.0,55.00000000000001,48.0,2.172101986362289,1.8854856025766342,1.777174352478236,51.395500000000006,71.39999999999999
266,2024-08-05,21:32,NAS100,Breakout,New York,2.0,82.71,Loss,-82.71,23864.54,23953.52,0.37,13864.570000000002,266,0,Monday,August,2024,3,21,-1,5,2,82.71,1,0,9.819999999999968,23880.862,29.90900000000001,23822.509,51.644000000000005,23480.027500000004,37.5828,22958.3658,-44.15599999999999,1.2691026319441079,-261.9599999999991,133.87195951106904,144.62605539441148,155.32337544409393,2.8004425566263547,88.97999999999956,-0.929534726904927,82.71,0.3570864175141956,2,2024-08-05 21:32:00,103.83333333333333,0,-7.7103325150636115,0,0,8.0,-0.7071067811865477,0.7071067811865474,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,5,0,0,50.0,55.00000000000001,46.0,2.1844818293368196,1.728634077681573,1.787303314911943,51.644000000000005,46.2
267,2024-08-05,16:24,EUR/USD,News Trading,Overlap-EU-US,2.5,114.93,Win,287.33,24151.87,24151.87,0.0,14151.900000000001,267,1,Monday,August,2024,3,16,1,5,2,287.33,0,1,39.67199999999997,23920.532,49.056000000000004,23871.564000000002,71.55199999999999,23551.5785,41.453199999999995,22999.8184,73.96799999999999,2.0732148502281333,370.03999999999905,156.18552879330537,148.43760743508582,159.11780792140866,2.074541696040444,0.0,0.0,114.93,0.4820341774323656,2,2024-08-05 16:24:00,-5.133333333333334,1,38.95538628944506,1,0,8.0,-0.8660254037844385,-0.5000000000000004,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,5,0,0,50.0,60.0,46.0,2.880028376993615,1.8036712046188625,1.920018917995743,71.55199999999999,92.4
268,2024-08-07,11:46,EUR/USD,Trend Following,Overlap-Asia-EU,2.0,111.54,Win,223.08,24374.95,24374.95,0.0,14374.980000000001,268,1,Wednesday,August,2024,3,11,2,5,2,446.16,0,2,100.78999999999996,24021.322,62.08900000000001,23933.652000000002,69.9195,23621.4975,39.513600000000004,23039.331399999995,65.21600000000001,2.61378365896876,-64.25,165.40249584641157,146.47195540713412,156.21700018230794,2.094865601257648,0.0,0.0,111.54,0.47735759248691284,1,2024-08-07 11:46:00,43.36666666666667,0,-2.949621508744449,0,0,8.0,0.258819045102521,-0.9659258262890682,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844385,-0.5000000000000004,0,0,31,7,0,0,50.0,60.0,46.0,2.8371344491447488,1.7660673364379078,1.8914229660964992,69.9195,77.2
269,2024-08-09,21:02,GBP/USD,Scalping,New York,3.0,109.41,Win,328.22,24703.18,24703.18,0.0,14703.2,269,1,Friday,August,2024,3,21,3,5,2,984.6600000000001,0,3,187.03399999999996,24208.358,103.06400000000001,24036.716,78.167,23699.664,43.31620000000001,23082.6474,29.794000000000004,4.353736438928824,105.13999999999942,176.26736524067312,156.31800381543425,160.90908173010158,1.9997953588526391,0.0,0.0,109.41,0.5000511655221258,1,2024-08-09 21:02:00,57.266666666666666,0,-1.9096288327057676,0,0,9.0,-0.7071067811865477,0.7071067811865474,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844385,-0.5000000000000004,0,1,31,9,0,0,60.0,60.0,46.0,3.0538374628865705,1.8397899953082404,2.0358916419243807,78.167,97.8
270,2024-08-12,11:44,USD/CAD,News Trading,Overlap-Asia-EU,1.5,113.22,Loss,-113.22,24589.96,24703.18,0.46,14589.980000000001,270,0,Monday,August,2024,3,11,-1,5,2,113.22,1,0,128.53999999999996,24336.9,67.256,24103.972,77.727,23777.391,42.658,23125.3052,-6.102000000000001,2.8120113390251333,-441.4399999999987,180.57998869076144,156.87040363910188,161.49135187561055,2.0182228008169862,113.22000000000116,-0.9999999999999897,113.22,0.49548543381592725,1,2024-08-12 11:44:00,62.7,0,3.4823142308746835,0,0,9.0,0.258819045102521,-0.9659258262890682,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,12,0,0,50.0,60.0,46.0,3.0189355567677083,1.8166085991041,2.0126237045118054,77.727,7.1
271,2024-08-14,15:29,USD/JPY,Scalping,London,1.5,82.52,Loss,-82.52,24507.44,24703.18,0.79,14507.460000000001,271,0,Wednesday,August,2024,3,15,-2,5,2,165.04,2,0,128.57799999999997,24465.48,69.19900000000001,24173.171,78.22,23855.610999999997,43.007799999999996,23168.3128,-73.97,2.9056347875013877,30.69999999999891,178.65131093526534,156.3222036624828,161.19468741296433,1.9984940381294145,195.7400000000016,-0.4215796464698034,82.52,0.5003767741714144,1,2024-08-14 15:29:00,51.75,0,-27.115350644762415,0,0,9.0,-0.7071067811865471,-0.7071067811865479,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844385,-0.5000000000000004,0,0,31,14,0,0,50.0,60.0,46.0,3.058096090091038,1.8288551154212325,2.038730726727359,78.22,46.400000000000006
272,2024-08-16,01:20,AUD/USD,Trend Following,Sydney,1.0,111.64,Loss,-111.64,24395.79,24703.18,1.24,14395.820000000002,272,0,Friday,August,2024,3,1,-3,5,3,334.92,3,0,48.78399999999997,24514.264000000003,44.22800000000001,24217.398,60.32950000000001,23915.940000000002,38.826,23207.1384,-66.944,1.8463674649905393,-29.11999999999898,185.28375804574864,156.56413064619883,162.46068608266123,2.595150476072217,307.3899999999994,-0.3631868310615186,111.64,0.3853341103801845,1,2024-08-16 01:20:00,33.85,0,35.288414929714015,1,0,9.0,0.25881904510252074,0.9659258262890683,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844385,-0.5000000000000004,0,1,31,16,0,0,40.0,55.00000000000001,44.0,2.384085069285124,1.7173925093771365,1.950615056687829,60.32950000000001,8.799999999999999
273,2024-08-19,09:41,EUR/GBP,News Trading,Overlap-Asia-EU,3.0,98.94,Win,296.81,24692.6,24703.18,0.04,14692.630000000001,273,1,Monday,August,2024,3,9,1,5,3,296.81,0,1,63.52999999999997,24577.794,82.16000000000001,24299.558,80.804,23996.743,46.6858,23253.8238,-6.282000000000005,3.4418331867118956,408.4499999999989,195.02632836505828,159.496056687767,165.27778429044602,1.973863381611888,10.580000000001746,28.053875236290267,98.94,0.5066206756332772,1,2024-08-19 09:41:00,80.35,0,-11.375850949480471,0,0,9.0,0.7071067811865476,-0.7071067811865475,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,19,0,0,50.0,60.0,46.0,3.1289982610528533,1.894408533758386,2.085998840701902,80.804,94.6
274,2024-08-20,06:07,USD/CAD,Trend Following,Tokyo,1.0,114.63,Win,114.63,24807.23,24807.23,0.0,14807.26,274,1,Tuesday,August,2024,3,6,2,4,3,229.26,0,2,20.811999999999955,24598.604,103.92300000000003,24403.481,76.31750000000001,24073.0595,50.7158,23304.539200000003,45.57,4.372391450689994,-182.1800000000003,183.89345115824236,157.0813381952501,164.4091319412443,2.0582610567071784,0.0,0.0,114.63,0.48584701961946825,1,2024-08-20 06:07:00,20.433333333333334,0,15.858095815645834,0,0,9.0,1.0,6.123233995736766e-17,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844385,-0.5000000000000004,0,0,31,20,0,0,60.0,60.0,48.0,3.010789376613796,2.0050693618707887,2.0071929177425303,76.31750000000001,57.599999999999994
275,2024-08-23,11:11,EUR/GBP,Range Trading,Overlap-Asia-EU,2.5,115.79,Win,289.46,25096.7,25096.7,0.0,15096.72,275,1,Friday,August,2024,3,11,3,3,3,868.3799999999999,0,3,101.34799999999996,24699.952,114.944,24518.426,82.45500000000001,24155.514,50.816,23355.355,74.39599999999999,4.799924834793146,174.82999999999993,192.03194451849808,163.08246743353664,164.55595074785546,1.9778360006492828,0.0,0.0,115.79,0.5056030933159881,1,2024-08-23 11:11:00,77.06666666666666,0,1.0119514961179465,0,0,9.0,0.258819045102521,-0.9659258262890682,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844385,-0.5000000000000004,0,1,31,23,0,0,60.0,60.0,48.0,3.1724982874005376,2.0070550931430837,2.1149988582670254,82.45500000000001,92.60000000000001
276,2024-08-26,15:51,XAU/USD,Scalping,London,2.0,116.97,Win,233.94,25330.64,25330.64,0.0,15330.66,276,1,Monday,August,2024,3,15,4,4,3,935.76,0,4,164.63999999999993,24864.591999999997,146.609,24665.036,88.259,24243.7725,57.791199999999996,23413.146,69.116,6.143424511848949,-55.51999999999862,181.6445342756621,166.43987303464723,164.78314937182736,1.88581190626052,0.0,0.0,116.97,0.5302755787468513,1,2024-08-26 15:51:00,76.66666666666667,0,1.019086276880543,0,0,10.0,-0.7071067811865471,-0.7071067811865479,0,0.0,1.0,8,-0.8660254037844385,-0.5000000000000004,1,0,31,26,0,0,70.0,60.0,50.0,3.3254202455604154,2.199893695653979,2.2169468303736104,88.259,79.80000000000001
277,2024-08-27,02:11,EUR/GBP,Scalping,Sydney,1.0,97.22,Loss,-97.22,25233.42,25330.64,0.38,15233.44,277,0,Tuesday,August,2024,3,2,-1,4,3,97.22,1,0,167.52399999999994,25032.118,108.154,24773.191,78.605,24322.3775,53.8384,23466.984200000003,-78.806,4.478121155835968,-331.15999999999985,189.09578485225117,171.498516995276,166.10488791490906,2.1817761846609756,97.22000000000116,-0.999999999999988,97.22,0.4583421558226373,1,2024-08-27 02:11:00,10.333333333333334,0,-16.88467128323502,0,0,9.0,0.49999999999999994,0.8660254037844387,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844385,-0.5000000000000004,0,0,31,27,0,0,60.0,55.00000000000001,48.0,2.835921989956791,2.0744471940608284,2.3202998099646472,78.605,29.4
278,2024-08-29,17:19,USD/CAD,Trend Following,Overlap-EU-US,1.0,83.2,Loss,-83.2,25150.21,25330.64,0.71,15150.24,278,0,Thursday,August,2024,3,17,-2,4,3,166.4,2,0,91.52199999999995,25123.64,77.52600000000001,24850.716999999997,69.8075,24392.1845,54.3564,23521.3402,-39.565999999999995,3.1805603703802365,14.019999999998618,193.17308492069427,175.20753741521875,165.62608738815942,2.5098669543418506,180.4300000000003,-0.4611206562101639,83.2,0.398427493644668,1,2024-08-29 17:19:00,63.13333333333333,0,-14.420901049166835,0,0,9.0,-0.9659258262890683,-0.25881904510252063,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844385,-0.5000000000000004,0,0,31,29,1,0,50.0,50.0,48.0,2.4860564129856306,2.0961161524500906,2.4860564129856306,69.8075,45.6
279,2024-09-02,14:02,EUR/GBP,News Trading,London,1.5,107.59,Win,161.39,25311.6,25330.64,0.08,15311.63,279,1,Monday,September,2024,3,14,1,4,3,161.39,0,1,100.87399999999994,25224.514000000003,60.843,24911.559,81.9535,24474.1375,54.876999999999995,23576.2168,-25.613999999999997,2.462921777682059,244.59000000000015,175.5135419308467,172.56421402130132,165.92653263921804,2.105635683909794,19.040000000000873,8.476365546218098,107.59,0.4749159636880661,1,2024-09-02 14:02:00,92.71666666666667,0,29.31490384615385,1,0,9.0,-0.4999999999999997,-0.8660254037844388,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,2,0,1,50.0,55.00000000000001,48.0,2.91040479270837,2.1066142367412786,2.3812402849432117,81.9535,67.0
280,2024-09-03,23:50,USD/CAD,Swing,Sydney,3.0,119.93,Win,359.78,25671.38,25671.38,0.0,15671.41,280,1,Tuesday,September,2024,3,23,2,4,3,719.56,0,2,114.93799999999995,25339.449999999997,108.143,25019.701,87.69950000000001,24561.836499999998,64.0438,23640.2602,25.167999999999996,4.397811139180385,198.39000000000124,186.76709578450308,180.02608835724487,169.89015135104697,2.052760715366049,0.0,0.0,119.93,0.48714883937248354,1,2024-09-03 23:50:00,33.8,0,11.469467422622914,0,0,9.0,-0.25881904510252157,0.9659258262890681,1,0.7818314824680298,0.6234898018587336,9,-1.0,-1.8369701987210297e-16,0,0,30,3,0,1,60.0,55.00000000000001,50.0,3.0443488700071093,2.3449267936193268,2.4908308936421806,87.69950000000001,100.0
281,2024-09-05,01:10,EUR/GBP,Breakout,Sydney,2.0,100.52,Loss,-100.52,25570.85,25671.38,0.39,15570.89,281,0,Thursday,September,2024,3,1,-1,4,3,100.52,1,0,48.04599999999995,25387.492,106.343,25126.041999999998,87.77099999999999,24649.606499999998,63.891999999999996,23704.151599999997,-0.6599999999999995,4.33913130053567,-460.3000000000011,188.8835621958082,179.9470685887498,170.03660056179746,2.050188200986087,100.53000000000247,-0.9999005272057846,100.52,0.48776009905774803,1,2024-09-05 01:10:00,25.333333333333332,0,-16.184440923872266,0,1,9.0,0.25881904510252074,0.9659258262890683,3,0.43388373911755823,-0.900968867902419,9,-1.0,-1.8369701987210297e-16,0,0,30,5,0,0,60.0,55.00000000000001,50.0,3.0494314334415202,2.337475350948073,2.494989354633971,87.77099999999999,24.0
282,2024-09-09,00:49,SPX500,Reversal,Sydney,2.5,81.39,Win,203.48,25774.33,25774.33,0.0,15774.369999999999,282,1,Monday,September,2024,3,0,1,4,3,203.48,0,1,108.18599999999992,25495.674000000003,137.85500000000002,25263.896,91.0415,24740.647,63.077200000000005,23767.228199999998,57.336,5.650729080714334,304.0,174.19081097399408,181.49708744292062,169.2506448429521,1.9935643354175911,0.0,0.0,81.39,0.5016141100811429,2,2024-09-09 00:49:00,95.65,0,-19.031038599283722,0,1,9.0,0.0,1.0,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,9,0,0,70.0,55.00000000000001,50.0,3.125796810423331,2.3204188350156794,2.557470117619089,91.0415,73.8
283,2024-09-09,20:09,USD/CAD,Trend Following,New York,2.5,117.98,Win,294.95,26069.28,26069.28,0.0,16069.32,283,1,Monday,September,2024,3,20,2,4,3,589.9,0,2,183.81599999999995,25679.488,137.669,25401.564,109.9145,24850.561,63.9982,23831.2256,26.712,5.575273563739747,91.47000000000116,174.0031125807172,182.1245110378872,170.40382580128386,1.6569652869993239,0.0,0.0,117.98,0.6035129449277401,2,2024-09-09 20:09:00,19.333333333333332,0,44.95638284801573,0,0,9.0,-0.8660254037844386,0.5000000000000001,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,9,0,0,70.0,60.0,50.0,3.840057878893583,2.339698475631456,2.5600385859290555,109.9145,93.8
284,2024-09-11,21:08,USD/CAD,Range Trading,New York,2.0,97.76,Win,195.52,26264.8,26264.8,0.0,16264.84,284,1,Wednesday,September,2024,3,21,3,4,3,586.5600000000001,0,3,190.64199999999994,25870.127999999997,145.758,25547.321,124.84049999999999,24975.401,70.0244,23901.2492,-32.85199999999999,5.87558546439888,-99.43000000000029,174.69191044044737,175.88235013556803,169.60277272184788,1.4088565019810722,0.0,0.0,97.76,0.7097954962722207,1,2024-09-11 21:08:00,48.983333333333334,0,-17.138498050517036,0,1,9.0,-0.7071067811865477,0.7071067811865474,2,0.9749279121818236,-0.22252093395631434,9,-1.0,-1.8369701987210297e-16,0,0,30,11,0,0,70.0,65.0,52.0,4.720861958481738,2.5337795806793593,2.542002593028628,124.84049999999999,73.4
285,2024-09-13,16:07,EUR/GBP,Trend Following,Overlap-EU-US,2.0,105.98,Win,211.96,26476.76,26476.76,0.0,16476.8,285,1,Friday,September,2024,3,16,4,4,3,847.84,0,4,161.07799999999995,26031.204,138.00799999999998,25685.326999999997,126.476,25101.876500000002,76.2338,23977.482200000002,62.496,5.498969984101487,16.43999999999869,169.2424911053826,176.56567841368332,168.9888272709417,1.3960409754711038,0.0,0.0,105.98,0.7163113530120726,1,2024-09-13 16:07:00,42.983333333333334,0,8.408346972176762,0,0,9.0,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,9,-1.0,-1.8369701987210297e-16,0,1,30,13,0,0,70.0,65.0,54.0,4.769607916188546,2.7450955256543494,2.5682504164092177,126.476,75.6
286,2024-09-16,00:07,USD/JPY,Scalping,Sydney,2.5,100.71,Loss,-100.71,26376.05,26476.76,0.38,16376.09,286,0,Monday,September,2024,3,0,-1,4,3,100.71,1,0,161.03999999999994,26192.244,104.543,25789.868,125.576,25227.451999999997,67.8552,24045.336599999995,-60.838,4.127057192396233,-312.66999999999825,180.85336595952216,177.73010778913306,167.12122594142036,1.4153190720291542,100.70999999999913,-1.0000000000000087,100.71,0.7065544581168486,1,2024-09-16 00:07:00,56.0,0,-4.972636346480474,0,0,9.0,0.0,1.0,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,16,0,0,60.0,65.0,52.0,4.6450081999332395,2.484835488021567,2.5011582615025136,125.576,23.599999999999998
287,2024-09-18,08:44,NZD/USD,Swing,Tokyo,2.5,88.58,Loss,-88.58,26287.47,26476.76,0.71,16287.51,287,0,Wednesday,September,2024,3,8,-2,4,3,177.16,2,0,102.62799999999997,26294.871999999996,105.407,25895.272999999997,106.7805,25334.231999999996,67.7664,24113.1022,-76.70599999999999,4.177198334589605,12.1299999999992,179.79994432393147,179.590887779478,167.2047956391643,1.6818697026093528,189.28999999999724,-0.46795921601775736,88.58,0.5945763803513081,1,2024-09-18 08:44:00,56.61666666666667,0,-12.044484162446622,0,0,10.0,0.8660254037844387,-0.4999999999999998,2,0.9749279121818236,-0.22252093395631434,9,-1.0,-1.8369701987210297e-16,0,0,30,18,0,0,60.0,60.0,52.0,3.7463767184064,2.480016423660554,2.4975844789376,106.7805,38.0
288,2024-09-20,15:57,GBP/USD,Reversal,London,1.5,114.11,Win,171.17,26458.64,26476.76,0.07,16458.68,288,1,Friday,September,2024,3,15,1,4,3,171.17,0,1,77.87199999999996,26372.744,130.844,26026.116,104.18499999999999,25438.4165,72.8212,24185.922399999996,-4.8700000000000045,5.202461530142299,259.75,167.7411835205918,178.19128605606898,166.4165007595738,1.7103353271206891,18.11999999999898,9.446467991170508,114.11,0.5846806670850198,1,2024-09-20 15:57:00,55.21666666666667,0,28.82140438022127,1,0,10.0,-0.7071067811865471,-0.7071067811865479,4,-0.433883739117558,-0.9009688679024191,9,-1.0,-1.8369701987210297e-16,0,1,30,20,0,0,70.0,60.0,54.0,3.6796208896490534,2.6491727096081634,2.4530805930993687,104.18499999999999,70.39999999999999
289,2024-09-23,22:35,GBP/USD,Range Trading,Sydney,2.0,106.71,Loss,-106.71,26351.92,26476.76,0.47,16351.970000000001,289,0,Monday,September,2024,3,22,-1,4,3,106.71,1,0,17.425999999999956,26390.167999999998,104.03400000000002,26130.147999999997,82.4385,25520.853499999997,72.5782,24258.4994,-63.734,4.1100523080326745,-277.8799999999992,183.04371840871474,175.9361978635557,166.674567905514,2.1341508865827943,124.84000000000015,-0.8547741108619021,106.71,0.4685704306508532,1,2024-09-23 22:35:00,78.63333333333334,0,-6.484970642362642,0,0,10.0,-0.5000000000000004,0.8660254037844384,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,23,0,0,60.0,55.00000000000001,54.0,2.864449520535553,2.634673597722482,2.3436405168018157,82.4385,14.899999999999999
290,2024-09-24,17:40,NZD/USD,Trend Following,Overlap-EU-US,1.5,108.47,Loss,-108.47,26243.45,26476.76,0.88,16243.500000000002,290,0,Tuesday,September,2024,3,17,-2,4,2,216.94,2,0,-46.660000000000046,26343.506,57.20900000000002,26187.355,82.676,25603.528,72.05059999999999,24330.548800000004,-1.552000000000001,2.2284349341562537,-1.7600000000002183,169.76164757617593,175.6611641589689,167.21503010037523,2.124693552650937,233.30999999999767,-0.4649179203634696,108.47,0.4706561088550018,1,2024-09-24 17:40:00,19.083333333333332,0,1.6493299597038824,0,0,10.0,-0.9659258262890683,-0.25881904510252063,1,0.7818314824680298,0.6234898018587336,9,-1.0,-1.8369701987210297e-16,0,0,30,24,0,0,50.0,55.00000000000001,54.0,2.879918596586969,2.6037331837566886,2.3562970335711566,82.676,12.4
291,2024-09-27,05:50,USD/CAD,Swing,Sydney,3.0,88.97,Loss,-88.97,26154.48,26476.76,1.22,16154.530000000002,291,0,Friday,September,2024,3,5,-3,4,3,266.90999999999997,3,0,-44.31200000000005,26299.192000000003,58.36400000000001,26245.718,82.3535,25685.879999999997,63.843,24394.3908,-0.07800000000000011,2.2824035962824896,19.5,168.60462470261925,175.98603384404657,164.7794900459275,2.1369587673146446,322.27999999999884,-0.2760642919200705,88.97,0.46795474732375153,1,2024-09-27 05:50:00,60.166666666666664,0,-17.977320918226237,0,0,10.0,0.9659258262890683,0.25881904510252074,4,-0.433883739117558,-0.9009688679024191,9,-1.0,-1.8369701987210297e-16,0,1,30,27,0,0,50.0,55.00000000000001,52.0,2.858953522493849,2.366906320788247,2.339143791131331,82.3535,37.4
292,2024-09-30,04:29,XAU/USD,Reversal,Sydney,1.0,94.44,Loss,-94.44,26060.05,26476.76,1.57,16060.090000000002,292,0,Monday,September,2024,3,4,-4,4,4,377.76,4,0,-45.48400000000005,26253.708000000002,28.572000000000013,26274.289999999997,83.2135,25769.093,63.6194,24458.0094,-53.122,1.1085448195937486,-5.470000000001164,166.42063559279867,175.027557176908,164.99062758056465,2.103355311060201,416.7099999999991,-0.22663243022725685,94.44,0.475430848388591,1,2024-09-30 04:29:00,70.65,0,6.1481398224120465,0,1,10.0,0.8660254037844386,0.5000000000000001,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,1,0,30,30,1,0,40.0,55.00000000000001,52.0,2.9155521281738452,2.355629045936697,2.385451741233146,83.2135,32.2
293,2024-10-01,17:45,SPX500,Reversal,Overlap-EU-US,1.0,82.63,Win,82.63,26142.68,26476.76,1.26,16142.720000000001,293,1,Tuesday,October,2024,4,17,1,4,4,82.63,0,1,-63.19200000000005,26190.515999999996,7.340000000000013,26281.629999999997,72.50450000000001,25841.597,67.348,24525.356600000003,37.867999999999995,0.2815574499947848,177.0699999999997,140.12672907050955,167.66845287414844,163.22705337995308,2.3125247794847,334.0799999999981,0.24733596743295158,82.63,0.43242779877274656,1,2024-10-01 17:45:00,37.266666666666666,0,-12.505294366793729,0,0,9.0,-0.9659258262890683,-0.25881904510252063,1,0.7818314824680298,0.6234898018587336,10,-0.8660254037844386,0.5000000000000001,0,0,31,1,0,1,40.0,55.00000000000001,54.0,2.669033862019751,2.501500430286843,2.1837549780161596,72.50450000000001,50.2
294,2024-10-03,23:04,NAS100,Range Trading,Sydney,2.5,110.77,Loss,-110.77,26031.91,26476.76,1.68,16031.95,294,0,Thursday,October,2024,4,23,-1,4,4,110.77,1,0,-64.00400000000005,26126.514000000003,-23.288999999999987,26258.341000000004,61.234500000000004,25902.831,67.26859999999999,24592.6246,-0.4599999999999994,-0.8867000700557348,-193.39999999999964,127.31256597227328,172.2018733156555,163.31443676902444,2.812170807562003,444.84999999999854,-0.2490052826795557,110.77,0.35559717685389985,1,2024-10-03 23:04:00,53.31666666666667,0,34.055427810722506,0,0,9.0,-0.25881904510252157,0.9659258262890681,3,0.43388373911755823,-0.900968867902419,10,-0.8660254037844386,0.5000000000000001,0,0,31,3,0,1,30.0,50.0,54.0,2.2502067191375983,2.49708011003,2.2502067191375983,61.234500000000004,10.0
295,2024-10-07,04:08,GBP/USD,Trend Following,Sydney,2.5,98.63,Win,246.58,26278.49,26476.76,0.75,16278.53,295,1,Monday,October,2024,4,4,1,4,4,246.58,0,1,7.005999999999955,26133.522,-19.82699999999999,26238.514000000003,59.0905,25961.9205,67.1832,24659.807199999996,67.11,-0.7488454025341373,357.35000000000036,134.67810834644868,169.45584102541756,163.2175673748237,2.86773408628151,198.2699999999968,1.2436576385736824,98.63,0.3487073661340285,1,2024-10-07 04:08:00,77.06666666666666,0,-10.959646113568656,0,1,9.0,0.8660254037844386,0.5000000000000001,0,0.0,1.0,10,-0.8660254037844386,0.5000000000000001,1,0,31,7,0,0,30.0,50.0,54.0,2.206433303729111,2.49517951091843,2.206433303729111,59.0905,84.39999999999999
296,2024-10-08,17:32,SPX500,Scalping,Overlap-EU-US,1.5,110.71,Win,166.07,26444.56,26476.76,0.12,16444.600000000002,296,1,Tuesday,October,2024,4,17,2,4,4,332.14,0,2,58.01399999999995,26191.538,6.8510000000000115,26245.365,55.697,26017.616499999996,72.2582,24732.0648,52.102,0.25974321401422973,-80.5099999999984,143.03931623081033,166.4224662243969,162.2461563921957,2.987996951799862,32.19999999999709,5.157453416149535,110.71,0.33467236283411733,1,2024-10-08 17:32:00,37.4,0,12.247794788603873,0,0,9.0,-0.9659258262890683,-0.25881904510252063,1,0.7818314824680298,0.6234898018587336,10,-0.8660254037844386,0.5000000000000001,0,0,31,8,0,0,40.0,50.0,56.00000000000001,2.1371492154881127,2.673433751123216,2.1371492154881127,55.697,68.60000000000001
